species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
Greater White-fronted Goose,1,33,0.9091,1.0000,0.9091,0.9524,0.9394
Northern Waterthrush,1,56,0.9107,0.7083,0.9107,0.7969,0.9821
Wood Stork,1,56,0.9107,0.9623,0.9107,0.9358,0.9464
Tree Swallow,1,56,0.9107,0.7391,0.9107,0.8160,0.9643
Ring-necked Duck,2,68,0.9118,0.7710,0.9129,0.8354,0.9559
Black-throated Blue Warbler,2,91,0.9121,0.8903,0.9036,0.8969,0.9451
White-eyed Vireo,1,57,0.9123,0.9286,0.9123,0.9204,0.9649
Brown Thrasher,1,57,0.9123,0.9811,0.9123,0.9455,0.9474
American Pipit,1,58,0.9138,0.8281,0.9138,0.8689,0.9483
Acorn Woodpecker,1,58,0.9138,0.8983,0.9138,0.9060,1.0000
Black-headed Grosbeak,2,106,0.9151,0.8477,0.9062,0.8745,0.9811
Lark Sparrow,1,59,0.9153,0.7941,0.9153,0.8504,0.9661
American Tree Sparrow,1,59,0.9153,0.9474,0.9153,0.9310,0.9831
American Redstart,2,119,0.9160,0.9083,0.9155,0.9119,0.9580
Pyrrhuloxia,1,48,0.9167,0.8800,0.9167,0.8980,1.0000
Tricolored Heron,1,60,0.9167,0.7534,0.9167,0.8271,0.9667
Wilson's Warbler,1,60,0.9167,0.7857,0.9167,0.8462,0.9833
Pied-billed Grebe,1,60,0.9167,0.9821,0.9167,0.9483,0.9500
Townsend's Warbler,1,60,0.9167,0.7971,0.9167,0.8527,0.9500
Marbled Godwit,1,60,0.9167,0.9167,0.9167,0.9167,0.9833
Least Sandpiper,1,60,0.9167,0.8333,0.9167,0.8730,1.0000
Pileated Woodpecker,1,60,0.9167,0.8871,0.9167,0.9016,0.9833
Heermann's Gull,2,61,0.9180,0.9062,0.9062,0.9062,0.9836
Painted Bunting,2,98,0.9184,0.8778,0.9105,0.8917,0.9898
Hooded Warbler,1,49,0.9184,0.8654,0.9184,0.8911,1.0000
Black-billed Magpie,1,38,0.9211,0.8140,0.9211,0.8642,0.9737
American Wigeon,2,64,0.9219,0.8660,0.8988,0.8803,0.9844
American Robin,2,119,0.9244,0.9322,0.9246,0.9282,0.9664
Red-winged Blackbird,2,119,0.9244,0.8615,0.9244,0.8899,0.9580
American Goldfinch,2,120,0.9250,0.9644,0.9250,0.9438,0.9750
Common Yellowthroat,2,120,0.9250,0.9319,0.9250,0.9281,0.9667
Semipalmated Plover,1,54,0.9259,0.9804,0.9259,0.9524,0.9815
Chestnut-backed Chickadee,1,54,0.9259,0.7576,0.9259,0.8333,1.0000
Spotted Sandpiper,2,98,0.9286,0.8931,0.9289,0.9098,0.9796
American White Pelican,1,28,0.9286,0.8667,0.9286,0.8966,0.9643
Green-tailed Towhee,1,28,0.9286,0.7879,0.9286,0.8525,0.9643
Red-breasted Sapsucker,1,42,0.9286,0.8298,0.9286,0.8764,0.9762
Barn Swallow,1,57,0.9298,0.8983,0.9298,0.9138,1.0000
Burrowing Owl,1,43,0.9302,0.9302,0.9302,0.9302,0.9535
Swallow-tailed Kite,1,29,0.9310,0.8710,0.9310,0.9000,0.9655
Tufted Titmouse,1,60,0.9333,0.8358,0.9333,0.8819,0.9667
Killdeer,1,60,0.9333,0.9180,0.9333,0.9256,0.9667
Canada Warbler,1,60,0.9333,0.9180,0.9333,0.9256,0.9833
Prothonotary Warbler,1,46,0.9348,0.9149,0.9348,0.9247,0.9783
Common Gallinule,2,64,0.9375,0.8528,0.8898,0.8706,0.9531
Black Oystercatcher,1,49,0.9388,0.9583,0.9388,0.9485,0.9796
Gila Woodpecker,1,50,0.9400,0.9216,0.9400,0.9307,0.9800
Evening Grosbeak,2,120,0.9417,0.9914,0.9417,0.9658,0.9583
Ruddy Turnstone,1,55,0.9455,0.8667,0.9455,0.9043,0.9636
Scaled Quail,1,19,0.9474,1.0000,0.9474,0.9730,1.0000
Blue-winged Warbler,1,38,0.9474,0.8571,0.9474,0.9000,1.0000
Surfbird,1,40,0.9500,0.9500,0.9500,0.9500,1.0000
Black Phoebe,1,60,0.9500,0.8143,0.9500,0.8769,1.0000
Bobolink,2,88,0.9545,0.9067,0.9455,0.9256,0.9773
Northern Cardinal,2,120,0.9583,0.9426,0.9583,0.9504,0.9917
Black-bellied Plover,2,77,0.9610,0.9167,0.9619,0.9386,0.9870
California Quail,2,78,0.9615,0.9230,0.9318,0.9274,0.9872
Canyon Wren,1,26,0.9615,0.7576,0.9615,0.8475,1.0000
Roseate Spoonbill,1,29,0.9655,0.9655,0.9655,0.9655,1.0000
Brown Creeper,1,58,0.9655,0.9180,0.9655,0.9412,0.9655
Carolina Wren,1,60,0.9667,0.8169,0.9667,0.8855,1.0000
Green Heron,1,60,0.9667,0.9831,0.9667,0.9748,0.9833
Horned Lark,1,60,0.9667,0.8923,0.9667,0.9280,0.9667
Belted Kingfisher,1,60,0.9667,0.9206,0.9667,0.9431,0.9667
Greater Roadrunner,1,34,0.9706,0.9706,0.9706,0.9706,1.0000
Great Horned Owl,1,46,0.9783,0.8654,0.9783,0.9184,1.0000
Great Crested Flycatcher,1,53,0.9811,0.9123,0.9811,0.9455,1.0000
American Avocet,1,54,0.9815,0.9815,0.9815,0.9815,1.0000
Varied Thrush,1,56,0.9821,0.9167,0.9821,0.9483,1.0000
Steller's Jay,1,60,0.9833,0.9365,0.9833,0.9593,1.0000
Barred Owl,1,60,0.9833,0.9219,0.9833,0.9516,1.0000
Black-necked Stilt,1,33,1.0000,0.9706,1.0000,0.9851,1.0000
Black-bellied Whistling-Duck,1,20,1.0000,0.8333,1.0000,0.9091,1.0000
