species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
Blue-headed Vireo,1,52,0.6923,0.6207,0.6923,0.6545,0.8846
Caspian Tern,1,49,0.6939,0.5763,0.6939,0.6296,0.9796
Red-throated Loon,2,59,0.6949,0.7167,0.5913,0.6142,0.8136
Tree Swallow,1,56,0.6964,0.7091,0.6964,0.7027,0.8750
Northern Pintail,2,66,0.6970,0.7610,0.6726,0.7098,0.8939
Western Tanager,2,86,0.6977,0.6840,0.6632,0.6721,0.9419
Bald Eagle,2,103,0.6990,0.6434,0.6824,0.6609,0.8835
Northern Shrike,1,60,0.7000,0.6087,0.7000,0.6512,0.8667
Forster's Tern,1,60,0.7000,0.5122,0.7000,0.5915,0.9333
White-throated Swift,1,40,0.7000,0.7368,0.7000,0.7179,0.9000
Lincoln's Sparrow,1,60,0.7000,0.7500,0.7000,0.7241,0.9500
Downy Woodpecker,1,60,0.7000,0.5600,0.7000,0.6222,0.9333
White-throated Sparrow,2,104,0.7019,0.7071,0.6819,0.6911,0.9327
Common Goldeneye,2,84,0.7024,0.5199,0.6693,0.5824,0.8690
Winter Wren,1,54,0.7037,0.6032,0.7037,0.6496,0.9259
Redhead,2,44,0.7045,0.5776,0.7048,0.6320,0.7727
Bonaparte's Gull,1,58,0.7069,0.7193,0.7069,0.7130,0.8793
Harlequin Duck,2,65,0.7077,0.7731,0.5682,0.5587,0.8769
House Sparrow,2,116,0.7155,0.6848,0.7144,0.6984,0.8534
Golden-crowned Sparrow,2,102,0.7157,0.7278,0.7155,0.7215,0.9412
Short-billed Dowitcher,1,60,0.7167,0.7818,0.7167,0.7478,0.9500
Tricolored Heron,1,60,0.7167,0.7167,0.7167,0.7167,0.9667
Northern Mockingbird,1,60,0.7167,0.6232,0.7167,0.6667,0.8333
Black Skimmer,1,53,0.7170,0.7600,0.7170,0.7379,0.8868
White-winged Dove,1,57,0.7193,0.6721,0.7193,0.6949,0.7719
Sanderling,2,68,0.7206,0.8184,0.6289,0.6942,0.9118
Yellow-billed Cuckoo,1,47,0.7234,0.6415,0.7234,0.6800,0.8936
American Pipit,1,58,0.7241,0.6269,0.7241,0.6720,0.8103
Eared Grebe,2,80,0.7250,0.8439,0.7193,0.7757,0.9000
Field Sparrow,1,51,0.7255,0.8222,0.7255,0.7708,0.9020
Palm Warbler,1,44,0.7273,0.5246,0.7273,0.6095,0.9318
Wrentit,1,37,0.7297,0.7941,0.7297,0.7606,0.8919
Barn Owl,1,52,0.7308,0.7037,0.7308,0.7170,0.8846
Ovenbird,1,60,0.7333,0.8980,0.7333,0.8073,0.8833
Yellow Warbler,1,60,0.7333,0.8000,0.7333,0.7652,0.8833
Ruddy Duck,3,106,0.7358,0.7553,0.7202,0.7229,0.9151
Horned Grebe,2,95,0.7368,0.7611,0.7381,0.7487,0.9684
White-eyed Vireo,1,57,0.7368,0.8571,0.7368,0.7925,0.8421
Northern Flicker,2,118,0.7373,0.7834,0.7373,0.7596,0.9153
Yellow-crowned Night-Heron,2,99,0.7374,0.8558,0.7295,0.7874,0.9192
Northern Rough-winged Swallow,1,42,0.7381,0.5345,0.7381,0.6200,0.8571
Wood Thrush,1,46,0.7391,0.7907,0.7391,0.7640,0.8478
Clark's Nutcracker,1,46,0.7391,0.7907,0.7391,0.7640,0.8696
Northern Pygmy-Owl,1,50,0.7400,0.8043,0.7400,0.7708,0.8000
Blackburnian Warbler,1,51,0.7451,0.7451,0.7451,0.7451,0.8235
Baltimore Oriole,2,107,0.7477,0.6799,0.7304,0.7038,0.9346
Swamp Sparrow,1,60,0.7500,0.6522,0.7500,0.6977,0.9000
Dark-eyed Junco,5,192,0.7500,0.7445,0.6360,0.6627,0.9062
Eastern Kingbird,1,60,0.7500,0.6716,0.7500,0.7087,0.8500
Carolina Wren,1,60,0.7500,0.6716,0.7500,0.7087,0.9167
Northern Parula,1,60,0.7500,0.6923,0.7500,0.7200,0.8833
Great Egret,1,60,0.7500,0.6818,0.7500,0.7143,0.9333
Laughing Gull,2,104,0.7500,0.7020,0.7322,0.7151,0.9327
Prairie Warbler,1,60,0.7500,0.7258,0.7500,0.7377,0.9833
Northern Shoveler,2,100,0.7500,0.6632,0.7333,0.6918,0.9000
Osprey,1,52,0.7500,0.7800,0.7500,0.7647,0.9423
Red-breasted Nuthatch,1,60,0.7500,0.8182,0.7500,0.7826,0.8833
Brown-headed Cowbird,2,109,0.7523,0.6683,0.7469,0.7016,0.9266
Purple Finch,2,97,0.7526,0.7317,0.7393,0.7205,0.9278
European Starling,3,154,0.7532,0.7854,0.7203,0.7453,0.9481
Scarlet Tanager,2,77,0.7532,0.6426,0.7143,0.6718,0.9351
Harris's Sparrow,2,61,0.7541,0.7805,0.7603,0.7669,0.9016
Mountain Chickadee,1,53,0.7547,0.7843,0.7547,0.7692,0.9434
Cattle Egret,1,49,0.7551,0.6981,0.7551,0.7255,0.9388
Mountain Bluebird,1,49,0.7551,0.6852,0.7551,0.7184,0.9184
Rufous-crowned Sparrow,1,41,0.7561,0.7750,0.7561,0.7654,0.8537
Fox Sparrow,3,119,0.7563,0.8565,0.5987,0.5880,0.8992
Bewick's Wren,1,58,0.7586,0.6875,0.7586,0.7213,0.8966
Common Grackle,1,58,0.7586,0.6471,0.7586,0.6984,0.8966
Rock Pigeon,1,58,0.7586,0.7857,0.7586,0.7719,0.8103
Crested Caracara,1,54,0.7593,0.7885,0.7593,0.7736,0.8333
Snowy Owl,1,46,0.7609,0.9459,0.7609,0.8434,0.9130
Red-breasted Sapsucker,1,42,0.7619,0.7442,0.7619,0.7529,0.9286
White-faced Ibis,1,34,0.7647,0.6500,0.7647,0.7027,0.9118
Golden-crowned Kinglet,1,51,0.7647,0.8864,0.7647,0.8211,0.8627
American Kestrel,2,115,0.7652,0.7137,0.7644,0.7366,0.9043
Wilson's Phalarope,2,81,0.7654,0.7850,0.7449,0.7633,0.9136
Red-headed Woodpecker,2,94,0.7660,0.7040,0.7264,0.7150,0.9255
American Coot,1,60,0.7667,0.8846,0.7667,0.8214,0.9000
Yellow-breasted Chat,1,60,0.7667,0.7667,0.7667,0.7667,0.8833
Eastern Bluebird,1,60,0.7667,0.6970,0.7667,0.7302,0.9333
Northern Waterthrush,1,56,0.7679,0.6418,0.7679,0.6992,0.9107
Wood Stork,1,56,0.7679,0.8113,0.7679,0.7890,0.9286
Western Kingbird,1,52,0.7692,0.6667,0.7692,0.7143,0.9231
Common Ground-Dove,1,35,0.7714,0.8710,0.7714,0.8182,0.9143
Black-crowned Night-Heron,2,114,0.7719,0.7304,0.7657,0.7421,0.9035
Reddish Egret,2,75,0.7733,0.7613,0.7274,0.7407,0.9333
Great Crested Flycatcher,1,53,0.7736,0.7069,0.7736,0.7387,0.9434
Bridled Titmouse,1,31,0.7742,0.9231,0.7742,0.8421,0.9355
Green-winged Teal,2,71,0.7746,0.8035,0.7646,0.7831,0.9437
Turkey Vulture,1,59,0.7797,0.8364,0.7797,0.8070,0.8983
Lark Sparrow,1,59,0.7797,0.7797,0.7797,0.7797,0.9322
California Thrasher,1,32,0.7812,0.5682,0.7812,0.6579,0.9375
Black-throated Green Warbler,1,60,0.7833,0.7344,0.7833,0.7581,0.9167
Song Sparrow,1,60,0.7833,0.5802,0.7833,0.6667,0.9333
Bohemian Waxwing,1,60,0.7833,0.9216,0.7833,0.8468,0.9667
Anhinga,1,60,0.7833,0.6912,0.7833,0.7344,0.9667
Horned Lark,1,60,0.7833,0.8393,0.7833,0.8103,0.8833
Savannah Sparrow,1,60,0.7833,0.5875,0.7833,0.6714,0.9500
Western Meadowlark,1,60,0.7833,0.6714,0.7833,0.7231,0.9000
Scissor-tailed Flycatcher,1,37,0.7838,0.8286,0.7838,0.8056,0.9189
Whimbrel,1,51,0.7843,0.8511,0.7843,0.8163,0.9216
Long-tailed Duck,3,65,0.7846,0.7333,0.7507,0.7417,0.9077
Green-tailed Towhee,1,28,0.7857,0.7097,0.7857,0.7458,0.9643
Solitary Sandpiper,1,56,0.7857,0.7333,0.7857,0.7586,0.9464
Red-breasted Merganser,2,85,0.7882,0.7595,0.7930,0.7716,0.9765
Chestnut-sided Warbler,2,95,0.7895,0.7541,0.7500,0.7502,0.9053
Clark's Grebe,1,38,0.7895,0.6122,0.7895,0.6897,0.9211
Brown Thrasher,1,57,0.7895,0.9184,0.7895,0.8491,0.8596
Scaled Quail,1,19,0.7895,1.0000,0.7895,0.8824,1.0000
Black Vulture,1,48,0.7917,0.9048,0.7917,0.8444,0.8958
Dunlin,2,93,0.7957,0.8013,0.7966,0.7983,0.9677
Eastern Towhee,1,54,0.7963,0.7818,0.7963,0.7890,0.9444
Vermilion Flycatcher,2,89,0.7978,0.7143,0.7589,0.7333,0.8652
Dickcissel,1,60,0.8000,0.8421,0.8000,0.8205,0.8667
Least Sandpiper,1,60,0.8000,0.7385,0.8000,0.7680,0.9667
Townsend's Warbler,1,60,0.8000,0.6667,0.8000,0.7273,0.9500
Gray Catbird,1,60,0.8000,0.6667,0.8000,0.7273,0.8667
Northern Saw-whet Owl,1,45,0.8000,0.7660,0.8000,0.7826,0.8889
Black-headed Grosbeak,2,106,0.8019,0.7769,0.7902,0.7834,0.9340
Canvasback,2,72,0.8056,0.8091,0.7755,0.7830,0.9444
Yellow-headed Blackbird,2,83,0.8072,0.8592,0.7692,0.7899,0.9518
Mallard,2,120,0.8083,0.7428,0.8083,0.7741,0.9333
Ring-necked Duck,2,68,0.8088,0.6838,0.7955,0.7315,0.9265
Magnolia Warbler,2,105,0.8095,0.8047,0.7972,0.8008,0.9429
Brant,1,32,0.8125,0.8667,0.8125,0.8387,0.9688
House Finch,2,112,0.8125,0.7082,0.8083,0.7533,0.9286
Yellow-billed Magpie,1,27,0.8148,0.7857,0.8148,0.8000,0.9259
American Redstart,2,119,0.8151,0.8268,0.8143,0.8204,0.9160
Black Oystercatcher,1,49,0.8163,0.9756,0.8163,0.8889,0.9184
White-crowned Sparrow,2,120,0.8167,0.7637,0.8167,0.7885,0.9333
White-breasted Nuthatch,1,60,0.8167,0.7000,0.8167,0.7538,0.9000
Pied-billed Grebe,1,60,0.8167,0.7424,0.8167,0.7778,0.9000
Pine Siskin,1,60,0.8167,0.7778,0.8167,0.7967,0.9500
Heermann's Gull,2,61,0.8197,0.6714,0.7995,0.7274,0.9508
Ring-necked Pheasant,2,61,0.8197,0.8207,0.7576,0.7870,0.8689
American White Pelican,1,28,0.8214,0.9200,0.8214,0.8679,0.9286
Rose-breasted Grosbeak,2,108,0.8241,0.7481,0.8104,0.7780,0.9630
Common Merganser,2,74,0.8243,0.7753,0.8304,0.8016,0.9459
Pine Grosbeak,2,74,0.8243,0.8602,0.8208,0.8395,0.9459
American Goldfinch,2,120,0.8250,0.8054,0.8250,0.8142,0.9417
Prothonotary Warbler,1,46,0.8261,0.8085,0.8261,0.8172,0.9348
Spotted Sandpiper,2,98,0.8265,0.7920,0.8267,0.8066,0.9286
Swallow-tailed Kite,1,29,0.8276,0.8000,0.8276,0.8136,0.9655
Bobolink,2,88,0.8295,0.8190,0.7970,0.8062,0.9432
