species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
Osprey,1,52,0.2692,0.2745,0.2692,0.2718,0.5769
Scissor-tailed Flycatcher,1,37,0.2703,0.3448,0.2703,0.3030,0.5676
Eurasian Collared-Dove,1,59,0.2712,0.4103,0.2712,0.3265,0.4576
Golden-fronted Woodpecker,1,33,0.2727,0.1957,0.2727,0.2278,0.5455
Chipping Sparrow,2,106,0.2736,0.2636,0.2594,0.2606,0.5660
Lesser Goldfinch,2,95,0.2737,0.2589,0.2366,0.2469,0.4737
Band-tailed Pigeon,1,40,0.2750,0.2500,0.2750,0.2619,0.4250
Sharp-shinned Hawk,2,116,0.2759,0.1839,0.2759,0.2178,0.5172
Herring Gull,2,101,0.2772,0.1636,0.2819,0.2069,0.6733
Red-naped Sapsucker,1,54,0.2778,0.3409,0.2778,0.3061,0.5926
Harris's Hawk,1,43,0.2791,0.2308,0.2791,0.2526,0.4651
Eastern Screech-Owl,1,50,0.2800,0.4118,0.2800,0.3333,0.7800
Glaucous-winged Gull,2,60,0.2833,0.1934,0.2715,0.2257,0.6500
Brewer's Sparrow,1,35,0.2857,0.2564,0.2857,0.2703,0.3714
Western Gull,2,59,0.2881,0.2955,0.2657,0.2536,0.5932
American Pipit,1,58,0.2931,0.2329,0.2931,0.2595,0.6379
Brown Pelican,1,34,0.2941,0.3333,0.2941,0.3125,0.6176
Glossy Ibis,1,44,0.2955,0.2364,0.2955,0.2626,0.7955
House Wren,1,54,0.2963,0.2807,0.2963,0.2883,0.5370
Barn Swallow,1,57,0.2982,0.5862,0.2982,0.3953,0.5965
Hairy Woodpecker,1,60,0.3000,0.2903,0.3000,0.2951,0.7500
Tricolored Heron,1,60,0.3000,0.3103,0.3000,0.3051,0.5667
Carolina Wren,1,60,0.3000,0.2368,0.3000,0.2647,0.5000
Long-billed Curlew,1,53,0.3019,0.4324,0.3019,0.3556,0.7547
Greater Yellowlegs,1,59,0.3051,0.2400,0.3051,0.2687,0.8983
Northern Rough-winged Swallow,1,42,0.3095,0.3250,0.3095,0.3171,0.4762
Anna's Hummingbird,2,106,0.3113,0.3000,0.3080,0.3027,0.6981
Pine Warbler,1,48,0.3125,0.1562,0.3125,0.2083,0.5625
Royal Tern,1,38,0.3158,0.4615,0.3158,0.3750,0.8421
Bohemian Waxwing,1,60,0.3167,0.7037,0.3167,0.4368,0.7167
Pied-billed Grebe,1,60,0.3167,0.4634,0.3167,0.3762,0.7167
Nashville Warbler,1,60,0.3167,0.1827,0.3167,0.2317,0.6000
Marsh Wren,1,60,0.3167,0.4419,0.3167,0.3689,0.5667
Short-billed Dowitcher,1,60,0.3167,0.3065,0.3167,0.3115,0.7333
Yellow-breasted Chat,1,60,0.3167,0.2603,0.3167,0.2857,0.6500
White-crowned Sparrow,2,120,0.3167,0.3864,0.3167,0.3475,0.6250
Black-throated Gray Warbler,1,41,0.3171,0.3611,0.3171,0.3377,0.4878
Northern Waterthrush,1,56,0.3214,0.2466,0.3214,0.2791,0.5179
Golden-crowned Sparrow,2,102,0.3235,0.3981,0.3464,0.3704,0.5490
Lazuli Bunting,2,68,0.3235,0.2391,0.2391,0.2391,0.6029
Townsend's Solitaire,1,37,0.3243,0.1791,0.3243,0.2308,0.4865
Common Redpoll,1,40,0.3250,0.3421,0.3250,0.3333,0.5750
Eastern Meadowlark,1,40,0.3250,0.3171,0.3250,0.3210,0.7500
Carolina Chickadee,1,58,0.3276,0.2500,0.3276,0.2836,0.6724
American Woodcock,1,30,0.3333,0.4167,0.3333,0.3704,0.5667
Prairie Falcon,1,42,0.3333,0.3256,0.3333,0.3294,0.5714
Western Scrub-Jay,1,60,0.3333,0.3279,0.3333,0.3306,0.7667
Great Black-backed Gull,2,73,0.3425,0.3222,0.3426,0.3320,0.6164
California Thrasher,1,32,0.3438,0.2619,0.3438,0.2973,0.5312
White-winged Crossbill,2,52,0.3462,0.3725,0.4125,0.3502,0.6346
Eastern Wood-Pewee,1,49,0.3469,0.2429,0.3469,0.2857,0.5306
Ruby-crowned Kinglet,1,60,0.3500,0.2625,0.3500,0.3000,0.7000
Swamp Sparrow,1,60,0.3500,0.3559,0.3500,0.3529,0.6333
Mourning Dove,1,60,0.3500,0.3889,0.3500,0.3684,0.5833
Red-necked Grebe,2,60,0.3500,0.3207,0.3487,0.3250,0.6833
Ruby-throated Hummingbird,2,114,0.3509,0.2686,0.3491,0.2887,0.6316
Lesser Scaup,2,79,0.3544,0.2480,0.3474,0.2887,0.7089
American Dipper,1,31,0.3548,0.3667,0.3548,0.3607,0.8065
Monk Parakeet,1,28,0.3571,0.7692,0.3571,0.4878,0.6429
Northern Pygmy-Owl,1,50,0.3600,0.5294,0.3600,0.4286,0.5600
Palm Warbler,1,44,0.3636,0.2222,0.3636,0.2759,0.5682
Purple Martin,2,71,0.3662,0.3550,0.3663,0.3566,0.5634
Loggerhead Shrike,1,60,0.3667,0.3235,0.3667,0.3438,0.6000
Yellow-throated Warbler,1,60,0.3667,0.4074,0.3667,0.3860,0.6500
Hermit Thrush,1,60,0.3667,0.3056,0.3667,0.3333,0.6667
Cattle Egret,1,49,0.3673,0.3462,0.3673,0.3564,0.7551
Dark-eyed Junco,5,192,0.3698,0.3853,0.3036,0.3259,0.5885
Yellow-billed Magpie,1,27,0.3704,0.6250,0.3704,0.4651,0.5926
Yellow-rumped Warbler,4,214,0.3738,0.2759,0.3600,0.3122,0.6916
White-throated Swift,1,40,0.3750,0.3659,0.3750,0.3704,0.5750
American Black Duck,1,37,0.3784,0.3500,0.3784,0.3636,0.5135
Summer Tanager,3,100,0.3800,0.3167,0.3577,0.3353,0.7700
Northern Flicker,2,118,0.3814,0.2988,0.3814,0.3303,0.7203
Wilson's Warbler,1,60,0.3833,0.4600,0.3833,0.4182,0.8000
Northern Parula,1,60,0.3833,0.2277,0.3833,0.2857,0.5667
Prairie Warbler,1,60,0.3833,0.2644,0.3833,0.3129,0.7333
Willet,1,60,0.3833,0.4694,0.3833,0.4220,0.6000
Black-throated Green Warbler,1,60,0.3833,0.4107,0.3833,0.3966,0.6333
Laughing Gull,2,104,0.3846,0.2888,0.3733,0.3243,0.7115
Brown Thrasher,1,57,0.3860,0.4151,0.3860,0.4000,0.5965
White-winged Dove,1,57,0.3860,0.2268,0.3860,0.2857,0.5439
