species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
Golden-crowned Sparrow,2,102,0.8627,0.8816,0.8583,0.8660,0.9706
Palm Warbler,1,44,0.8636,0.8636,0.8636,0.8636,0.9318
Pine Grosbeak,2,74,0.8649,0.9737,0.8633,0.9147,0.9459
Scissor-tailed Flycatcher,1,37,0.8649,0.9412,0.8649,0.9014,0.9459
Osprey,1,52,0.8654,0.7895,0.8654,0.8257,0.9615
Purple Finch,2,97,0.8660,0.8160,0.8585,0.8366,0.9897
Eastern Bluebird,1,60,0.8667,0.8000,0.8667,0.8320,0.9500
Black-throated Green Warbler,1,60,0.8667,0.7879,0.8667,0.8254,0.9667
Northern Mockingbird,1,60,0.8667,0.8667,0.8667,0.8667,0.9500
Pied-billed Grebe,1,60,0.8667,0.8525,0.8667,0.8595,0.9333
Ring-necked Duck,2,68,0.8676,0.7407,0.8693,0.7995,0.9559
Lazuli Bunting,2,68,0.8676,0.8810,0.8310,0.8552,0.9706
Sanderling,2,68,0.8676,0.9340,0.8115,0.8572,0.9706
Black Skimmer,1,53,0.8679,0.9388,0.8679,0.9020,0.9245
Clark's Grebe,1,38,0.8684,0.7500,0.8684,0.8049,0.9737
Indigo Bunting,2,99,0.8687,0.7636,0.8513,0.8046,0.9394
Common Goldeneye,2,84,0.8690,0.5920,0.8440,0.6958,0.9405
Tree Swallow,1,56,0.8750,0.7778,0.8750,0.8235,0.9643
Surfbird,1,40,0.8750,1.0000,0.8750,0.9333,1.0000
Northern Waterthrush,1,56,0.8750,0.7424,0.8750,0.8033,0.9821
Bewick's Wren,1,58,0.8793,0.8361,0.8793,0.8571,0.9655
Rock Pigeon,1,58,0.8793,0.9444,0.8793,0.9107,0.9655
Eurasian Collared-Dove,1,59,0.8814,0.8667,0.8814,0.8739,0.9661
Golden-crowned Kinglet,1,51,0.8824,0.9574,0.8824,0.9184,0.9804
Purple Gallinule,2,51,0.8824,0.8117,0.7273,0.7540,0.9804
Whimbrel,1,51,0.8824,0.8824,0.8824,0.8824,0.9804
Wilson's Warbler,1,60,0.8833,0.7910,0.8833,0.8346,1.0000
Ovenbird,1,60,0.8833,0.9636,0.8833,0.9217,0.9833
Least Sandpiper,1,60,0.8833,0.7571,0.8833,0.8154,0.9833
Tufted Titmouse,1,60,0.8833,0.8833,0.8833,0.8833,0.9833
Marsh Wren,1,60,0.8833,0.8413,0.8833,0.8618,0.9667
Yellow-breasted Chat,1,60,0.8833,0.9138,0.8833,0.8983,0.9667
Cactus Wren,1,43,0.8837,0.9268,0.8837,0.9048,1.0000
Long-billed Curlew,1,53,0.8868,0.8545,0.8868,0.8704,0.9811
Green-winged Teal,2,71,0.8873,0.8083,0.8756,0.8406,0.9718
Vermilion Flycatcher,2,89,0.8876,0.9461,0.8611,0.8970,0.9663
Yellow-billed Magpie,1,27,0.8889,0.9231,0.8889,0.9057,0.9630
Eastern Towhee,1,54,0.8889,0.8727,0.8889,0.8807,0.9815
Brown-headed Cowbird,2,109,0.8899,0.8406,0.8850,0.8611,0.9817
Common Eider,3,73,0.8904,0.8230,0.8898,0.8516,0.9589
Common Merganser,2,74,0.8919,0.9339,0.8973,0.9152,0.9865
Dunlin,2,93,0.8925,0.9561,0.8911,0.9219,0.9892
House Finch,2,112,0.8929,0.8225,0.8885,0.8542,0.9732
American White Pelican,1,28,0.8929,0.9259,0.8929,0.9091,0.9286
Red-headed Woodpecker,2,94,0.8936,0.8274,0.8688,0.8475,0.9787
Horned Grebe,2,95,0.8947,0.8429,0.9048,0.8714,0.9789
Brown Thrasher,1,57,0.8947,1.0000,0.8947,0.9444,0.9298
Magnolia Warbler,2,105,0.8952,0.8767,0.8861,0.8812,0.9524
Scarlet Tanager,2,77,0.8961,0.7231,0.8648,0.7775,0.9740
Cattle Egret,1,49,0.8980,0.7857,0.8980,0.8381,1.0000
Black Oystercatcher,1,49,0.8980,1.0000,0.8980,0.9462,0.9796
Anhinga,1,60,0.9000,0.7941,0.9000,0.8438,0.9667
Bohemian Waxwing,1,60,0.9000,0.9474,0.9000,0.9231,1.0000
Mallard,2,120,0.9000,0.7937,0.9000,0.8419,0.9833
Mourning Dove,1,60,0.9000,0.9000,0.9000,0.9000,0.9333
Short-billed Dowitcher,1,60,0.9000,0.8571,0.9000,0.8780,0.9833
Common Yellowthroat,2,120,0.9000,0.9000,0.9000,0.9000,0.9917
Heermann's Gull,2,61,0.9016,0.8823,0.8934,0.8867,0.9672
Ring-necked Pheasant,2,61,0.9016,0.8854,0.8359,0.8583,0.9508
Yellow-headed Blackbird,2,83,0.9036,0.8941,0.8824,0.8816,0.9759
Barn Owl,1,52,0.9038,0.9038,0.9038,0.9038,0.9615
Snow Bunting,2,64,0.9062,0.9636,0.7821,0.8451,0.9688
Brant,1,32,0.9062,0.8788,0.9062,0.8923,0.9688
California Thrasher,1,32,0.9062,0.6444,0.9062,0.7532,0.9688
Hooded Merganser,2,86,0.9070,0.9431,0.9017,0.9219,0.9767
Rose-breasted Grosbeak,2,108,0.9074,0.8984,0.8958,0.8964,0.9907
White-crowned Sparrow,2,120,0.9083,0.8858,0.9083,0.8962,0.9750
Wilson's Snipe,1,55,0.9091,0.9259,0.9091,0.9174,0.9818
Greater White-fronted Goose,1,33,0.9091,0.8571,0.9091,0.8824,0.9697
Brown Pelican,1,34,0.9118,1.0000,0.9118,0.9538,0.9706
Black-throated Blue Warbler,2,91,0.9121,0.8964,0.9108,0.9024,0.9890
White Ibis,2,91,0.9121,0.9411,0.8788,0.9031,0.9560
White-eyed Vireo,1,57,0.9123,0.9286,0.9123,0.9204,0.9825
Black-crowned Night-Heron,2,114,0.9123,0.8372,0.9093,0.8713,0.9825
Black Turnstone,1,47,0.9149,0.9773,0.9149,0.9451,1.0000
Black-headed Grosbeak,2,106,0.9151,0.8750,0.9080,0.8912,1.0000
Turkey Vulture,1,59,0.9153,0.9474,0.9153,0.9310,0.9492
Yellow-throated Warbler,1,60,0.9167,0.9483,0.9167,0.9322,0.9167
Black-and-white Warbler,1,60,0.9167,0.8871,0.9167,0.9016,0.9500
Wild Turkey,1,60,0.9167,0.9649,0.9167,0.9402,0.9667
